STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
RAJASTHAN,BARMER,2009,6,7,11,0,0,2,0,0,0,0,0,26
RAJASTHAN,BARMER,2010,0,9,6,0,0,2,2,0,0,0,0,19
RAJASTHAN,BARMER,2011,0,0,15,0,0,0,0,0,0,0,0,15
RAJASTHAN,BARMER,2012,0,9,7,0,0,5,0,0,0,0,0,21
RAJASTHAN,BHARATPUR,2001,0,0,0,1,0,0,0,0,0,0,0,1
RAJASTHAN,BHARATPUR,2002,0,0,0,0,0,1,1,0,0,0,0,2
RAJASTHAN,BHARATPUR,2003,2,0,2,2,0,4,0,0,0,0,0,10
RAJASTHAN,BHARATPUR,2004,6,7,17,1,0,1,0,0,0,0,0,32
RAJASTHAN,BHARATPUR,2005,12,5,24,0,0,3,0,0,0,0,0,44
RAJASTHAN,BHARATPUR,2006,5,7,27,0,0,9,0,0,0,0,0,48
RAJASTHAN,BHARATPUR,2007,3,18,37,2,0,11,0,0,0,0,0,71
RAJASTHAN,BHARATPUR,2008,13,23,43,0,0,11,0,0,0,0,0,90
RAJASTHAN,BHARATPUR,2009,15,25,47,0,0,10,0,0,0,0,0,97
RAJASTHAN,BHARATPUR,2010,0,0,0,0,0,4,0,0,0,0,0,4
RAJASTHAN,BHARATPUR,2011,17,4,83,0,0,7,0,0,0,0,0,111
RAJASTHAN,BHARATPUR,2012,8,19,97,0,0,13,0,0,0,0,0,137
RAJASTHAN,BHILWARA,2001,0,0,0,0,0,0,0,0,0,2,0,2
RAJASTHAN,BHILWARA,2002,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,BHILWARA,2003,0,0,0,0,0,6,0,0,0,1,0,7
RAJASTHAN,BHILWARA,2004,0,0,0,0,0,6,0,0,0,0,1,7
RAJASTHAN,BHILWARA,2005,0,2,0,0,0,2,0,0,0,0,0,4
RAJASTHAN,BHILWARA,2006,2,20,0,1,0,5,0,0,0,0,0,28
RAJASTHAN,BHILWARA,2007,0,15,10,0,0,12,0,0,0,0,0,37
RAJASTHAN,BHILWARA,2008,0,18,0,0,0,6,0,0,0,0,0,24
RAJASTHAN,BHILWARA,2009,4,23,26,0,0,2,0,0,0,0,0,55
RAJASTHAN,BHILWARA,2010,0,6,61,0,0,10,0,0,0,0,0,77
RAJASTHAN,BHILWARA,2011,0,14,11,1,0,3,0,0,0,0,35,64
RAJASTHAN,BHILWARA,2012,3,15,21,2,0,10,0,0,0,0,0,51
RAJASTHAN,BIKANER,2001,1,0,0,0,0,3,0,0,0,0,0,4
RAJASTHAN,BIKANER,2002,1,0,0,1,0,2,0,0,0,0,0,4
RAJASTHAN,BIKANER,2003,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,BIKANER,2004,0,28,0,0,0,0,0,0,0,0,0,28
RAJASTHAN,BIKANER,2005,0,12,0,0,0,0,0,0,0,0,0,12
RAJASTHAN,BIKANER,2006,3,6,6,2,0,6,0,0,0,0,0,23
RAJASTHAN,BIKANER,2007,1,6,10,2,0,0,0,0,0,0,0,19
RAJASTHAN,BIKANER,2008,0,12,3,0,0,0,0,0,0,0,0,15
RAJASTHAN,BIKANER,2009,1,10,4,0,0,0,0,0,0,0,0,15
RAJASTHAN,BIKANER,2010,0,8,7,0,0,0,0,0,0,0,0,15
RAJASTHAN,BIKANER,2011,0,0,4,2,0,0,0,0,0,0,0,6
RAJASTHAN,BIKANER,2012,0,0,0,0,0,2,0,0,0,0,1,3
RAJASTHAN,BUNDI,2001,0,0,0,0,0,1,0,0,0,1,2,4
RAJASTHAN,BUNDI,2002,0,0,0,1,0,2,0,0,0,0,0,3
RAJASTHAN,BUNDI,2003,1,0,0,0,0,1,0,0,0,0,0,2
RAJASTHAN,BUNDI,2004,0,0,0,1,0,4,0,0,0,1,0,6
RAJASTHAN,BUNDI,2005,0,14,0,1,0,4,0,0,0,0,0,19
RAJASTHAN,BUNDI,2006,1,9,1,0,0,2,0,0,0,0,0,13
RAJASTHAN,BUNDI,2007,3,4,15,0,0,1,0,0,0,0,0,23
RAJASTHAN,BUNDI,2008,3,11,12,0,0,2,0,0,0,0,0,28
RAJASTHAN,BUNDI,2009,6,9,52,0,0,2,0,0,0,0,0,69
RAJASTHAN,BUNDI,2010,1,0,0,0,0,2,0,0,0,0,0,3
RAJASTHAN,BUNDI,2011,2,10,0,0,0,3,0,0,2,1,0,18
RAJASTHAN,BUNDI,2012,0,17,0,0,0,2,0,0,1,0,0,20
RAJASTHAN,CHITTORGARH,2001,4,0,0,0,0,5,0,0,0,0,0,9
RAJASTHAN,CHITTORGARH,2002,1,1,0,0,0,1,0,0,0,5,0,8
RAJASTHAN,CHITTORGARH,2003,1,1,1,0,0,5,0,0,0,0,0,8
RAJASTHAN,CHITTORGARH,2004,1,0,0,0,0,3,0,0,0,0,0,4
RAJASTHAN,CHITTORGARH,2005,1,12,0,2,0,2,0,0,0,1,0,18
RAJASTHAN,CHITTORGARH,2006,1,13,12,5,0,9,0,0,0,0,0,40
RAJASTHAN,CHITTORGARH,2007,2,29,0,0,0,2,0,0,0,0,0,33
RAJASTHAN,CHITTORGARH,2008,2,5,0,0,0,0,0,0,0,0,0,7
RAJASTHAN,CHITTORGARH,2009,1,6,0,1,0,0,0,0,0,0,0,8
RAJASTHAN,CHITTORGARH,2010,2,15,0,1,0,1,0,0,0,0,0,19
RAJASTHAN,CHITTORGARH,2011,1,0,0,0,0,1,0,0,0,0,0,2
RAJASTHAN,CHITTORGARH,2012,0,8,5,1,0,7,0,0,0,2,0,23
RAJASTHAN,CHURU,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,CHURU,2002,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,CHURU,2003,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,CHURU,2004,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,CHURU,2005,0,15,0,0,0,0,0,0,0,0,0,15
RAJASTHAN,CHURU,2006,0,5,0,0,0,0,0,0,0,0,0,5
RAJASTHAN,CHURU,2007,0,13,15,0,0,0,0,0,0,0,0,28
RAJASTHAN,CHURU,2008,1,21,20,0,0,0,0,0,0,0,0,42
RAJASTHAN,CHURU,2009,2,14,14,0,0,0,0,0,0,0,0,30
RAJASTHAN,CHURU,2010,4,19,12,0,0,0,0,0,0,0,0,35
RAJASTHAN,CHURU,2011,1,15,7,0,0,1,0,0,0,0,0,24
RAJASTHAN,CHURU,2012,1,29,18,3,0,0,0,0,0,1,0,52
RAJASTHAN,DAUSA,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,DAUSA,2002,0,0,0,0,0,0,0,0,0,1,0,1
RAJASTHAN,DAUSA,2003,0,0,3,2,0,0,0,0,0,0,0,5
RAJASTHAN,DAUSA,2004,0,2,2,0,0,2,0,0,0,0,0,6
RAJASTHAN,DAUSA,2005,0,1,0,0,0,2,0,0,0,0,0,3
RAJASTHAN,DAUSA,2006,1,7,10,0,0,0,0,0,0,0,0,18
RAJASTHAN,DAUSA,2007,0,4,21,0,0,0,0,0,0,0,0,25
RAJASTHAN,DAUSA,2008,2,7,22,0,0,2,0,0,0,0,0,33
RAJASTHAN,DAUSA,2009,2,3,26,0,0,0,0,0,0,0,0,31
RAJASTHAN,DAUSA,2010,2,5,32,0,0,0,0,0,0,0,0,39
RAJASTHAN,DAUSA,2011,0,5,32,0,0,0,0,0,0,0,0,37
RAJASTHAN,DAUSA,2012,1,4,22,0,0,0,0,0,0,1,0,28
RAJASTHAN,DHOLPUR,2001,1,3,4,0,0,0,0,0,0,0,0,8
RAJASTHAN,DHOLPUR,2002,3,3,10,1,0,3,0,0,0,0,0,20
RAJASTHAN,DHOLPUR,2003,2,3,7,0,0,2,0,0,0,0,0,14
RAJASTHAN,DHOLPUR,2004,3,4,4,0,0,0,0,0,0,0,0,11
RAJASTHAN,DHOLPUR,2005,3,4,0,0,0,0,0,0,0,0,1,8
RAJASTHAN,DHOLPUR,2006,1,9,17,0,0,3,0,0,0,0,0,30
RAJASTHAN,DHOLPUR,2007,3,4,8,0,0,2,0,0,0,0,0,17
RAJASTHAN,DHOLPUR,2008,5,4,7,1,0,2,0,0,0,0,2,21
RAJASTHAN,DHOLPUR,2009,0,4,12,0,0,1,0,0,0,0,3,20
RAJASTHAN,DHOLPUR,2010,2,4,11,0,0,1,0,0,0,0,2,20
RAJASTHAN,DHOLPUR,2011,3,8,24,0,0,3,0,0,0,0,3,41
RAJASTHAN,DHOLPUR,2012,2,6,17,0,0,1,0,0,0,0,3,29
RAJASTHAN,DUNGARPUR,2001,0,4,3,2,0,5,0,0,0,0,0,14
RAJASTHAN,DUNGARPUR,2002,0,3,0,0,0,3,0,0,0,0,0,6
RAJASTHAN,DUNGARPUR,2003,0,3,0,0,0,4,0,0,0,0,0,7
RAJASTHAN,DUNGARPUR,2004,2,5,1,0,0,1,0,0,0,0,0,9
RAJASTHAN,DUNGARPUR,2005,1,2,1,0,0,3,0,0,0,0,2,9
RAJASTHAN,DUNGARPUR,2006,2,4,10,1,0,4,0,0,0,0,0,21
RAJASTHAN,DUNGARPUR,2007,1,1,8,2,0,5,0,0,0,0,0,17
RAJASTHAN,DUNGARPUR,2008,2,10,18,0,0,4,0,0,0,0,0,34
RAJASTHAN,DUNGARPUR,2009,4,8,3,0,0,3,0,0,0,0,0,18
RAJASTHAN,DUNGARPUR,2010,0,9,7,0,0,4,0,0,0,0,0,20
RAJASTHAN,DUNGARPUR,2011,4,20,52,0,0,0,6,0,0,0,0,82
RAJASTHAN,DUNGARPUR,2012,3,21,31,1,0,2,0,0,0,0,0,58
RAJASTHAN,G.R.P.,2001,0,0,0,0,0,5,0,0,0,0,0,5
RAJASTHAN,G.R.P.,2002,0,0,1,0,0,5,0,0,0,0,0,6
RAJASTHAN,G.R.P.,2003,0,0,0,0,0,11,0,0,0,0,0,11
RAJASTHAN,G.R.P.,2004,0,0,1,0,0,4,0,0,0,0,0,5
RAJASTHAN,G.R.P.,2005,0,1,1,0,0,14,1,0,1,0,0,18
RAJASTHAN,G.R.P.,2006,0,0,2,0,0,14,0,0,0,0,0,16
RAJASTHAN,G.R.P.,2007,0,0,3,0,0,4,0,0,0,0,0,7
RAJASTHAN,G.R.P.,2008,0,1,2,0,0,7,0,0,0,0,0,10
RAJASTHAN,G.R.P.,2009,0,0,0,1,0,9,0,0,0,0,1,11
RAJASTHAN,G.R.P. AJMER,2010,0,0,1,0,0,4,0,0,0,0,0,5
RAJASTHAN,G.R.P. JODHPUR,2010,0,1,0,0,0,6,0,0,0,0,0,7
RAJASTHAN,G.R.P.AJMER,2011,1,0,2,0,0,5,0,0,0,0,0,8
RAJASTHAN,G.R.P.AJMER,2012,0,0,4,0,0,6,0,0,0,0,0,10
RAJASTHAN,G.R.P.JODHPUR,2011,0,0,1,0,0,3,0,0,0,0,0,4
RAJASTHAN,G.R.P.JODHPUR,2012,0,1,1,0,0,3,0,0,0,0,0,5
RAJASTHAN,GANGANAGAR,2001,0,1,0,1,1,1,0,0,0,0,0,4
RAJASTHAN,GANGANAGAR,2002,0,1,0,0,0,4,0,0,0,0,0,5
RAJASTHAN,GANGANAGAR,2003,0,0,0,1,0,3,0,0,0,0,0,4
RAJASTHAN,GANGANAGAR,2004,0,2,1,0,0,7,0,0,0,0,1,11
RAJASTHAN,GANGANAGAR,2005,0,14,2,1,0,4,0,0,0,0,2,23
RAJASTHAN,GANGANAGAR,2006,4,9,4,3,0,4,0,0,0,0,5,29
RAJASTHAN,GANGANAGAR,2007,2,18,19,1,0,7,1,0,0,1,1,50
RAJASTHAN,GANGANAGAR,2008,1,7,3,0,0,7,0,0,0,0,4,22
RAJASTHAN,GANGANAGAR,2009,2,9,9,2,0,9,0,0,0,0,3,34
RAJASTHAN,GANGANAGAR,2010,7,8,34,0,1,5,6,0,0,1,0,62
RAJASTHAN,GANGANAGAR,2011,3,20,29,0,0,8,4,0,0,1,3,68
RAJASTHAN,GANGANAGAR,2012,0,11,21,2,0,2,4,0,0,0,1,41
RAJASTHAN,HANUMANGARH,2001,0,6,5,0,0,0,0,0,0,1,0,12
RAJASTHAN,HANUMANGARH,2002,4,6,5,0,0,0,0,0,0,0,0,15
RAJASTHAN,HANUMANGARH,2003,4,6,0,5,0,0,0,1,0,0,1,17
RAJASTHAN,HANUMANGARH,2004,1,3,0,9,0,1,0,0,1,0,0,15
RAJASTHAN,HANUMANGARH,2005,0,14,0,1,0,4,0,0,0,0,0,19
RAJASTHAN,HANUMANGARH,2006,1,6,6,2,0,0,1,0,0,1,0,17
RAJASTHAN,HANUMANGARH,2007,2,17,5,0,0,3,0,0,0,1,1,29
RAJASTHAN,HANUMANGARH,2008,1,11,0,0,0,5,0,0,0,0,0,17
RAJASTHAN,HANUMANGARH,2009,4,16,20,0,0,2,0,0,0,0,0,42
RAJASTHAN,HANUMANGARH,2010,3,14,24,0,0,0,0,0,0,0,3,44
RAJASTHAN,HANUMANGARH,2011,1,33,9,0,0,0,0,0,0,0,3,46
RAJASTHAN,HANUMANGARH,2012,2,32,26,3,0,2,0,0,0,0,3,68
RAJASTHAN,JAIPUR,2001,2,4,9,0,0,9,0,0,0,0,0,24
RAJASTHAN,JAIPUR,2002,2,2,3,0,0,6,0,0,0,0,0,13
RAJASTHAN,JAIPUR,2003,6,9,4,0,0,3,0,0,0,0,0,22
RAJASTHAN,JAIPUR,2004,3,25,22,0,0,14,1,1,0,0,3,69
RAJASTHAN,JAIPUR,2005,8,30,29,0,0,23,0,0,0,1,1,92
RAJASTHAN,JAIPUR EAST,2006,1,5,15,0,0,0,0,0,0,0,0,21
RAJASTHAN,JAIPUR EAST,2007,2,8,18,1,0,3,0,0,0,0,0,32
RAJASTHAN,JAIPUR EAST,2008,3,9,29,0,0,0,0,0,0,0,2,43
RAJASTHAN,JAIPUR EAST,2009,1,11,33,0,0,2,0,0,0,0,1,48
RAJASTHAN,JAIPUR EAST,2010,2,12,38,0,0,2,0,0,0,0,0,54
RAJASTHAN,JAIPUR EAST,2011,1,8,34,0,0,0,0,0,0,0,0,43
RAJASTHAN,JAIPUR EAST,2012,1,9,15,1,0,7,0,0,0,0,1,34
RAJASTHAN,JAIPUR NORTH,2006,7,9,0,0,0,0,0,0,0,0,0,16
RAJASTHAN,JAIPUR NORTH,2007,4,9,28,0,0,0,0,0,0,0,0,41
RAJASTHAN,JAIPUR NORTH,2008,1,6,30,0,0,0,0,0,0,0,0,37
RAJASTHAN,JAIPUR NORTH,2009,1,8,34,0,0,0,0,0,0,0,0,43
RAJASTHAN,JAIPUR NORTH,2010,8,5,34,0,0,0,0,0,0,0,0,47
RAJASTHAN,JAIPUR NORTH,2011,0,5,24,0,0,0,0,0,0,0,0,29
RAJASTHAN,JAIPUR NORTH,2012,3,11,27,2,0,1,0,0,0,0,11,55
RAJASTHAN,JAIPUR RURAL,2006,3,13,17,1,0,6,0,0,0,0,0,40
RAJASTHAN,JAIPUR RURAL,2007,5,13,17,1,0,30,0,0,0,0,0,66
RAJASTHAN,JAIPUR RURAL,2008,4,13,30,0,0,20,0,0,0,0,1,68
RAJASTHAN,JAIPUR RURAL,2009,5,15,38,0,0,21,0,0,0,0,1,80
RAJASTHAN,JAIPUR RURAL,2010,3,10,31,0,0,18,0,0,0,1,1,64
RAJASTHAN,JAIPUR RURAL,2011,1,10,28,0,0,13,0,0,0,0,0,52
RAJASTHAN,JAIPUR RURAL,2012,0,18,30,1,0,11,0,0,0,0,2,62
RAJASTHAN,JAIPUR SOUTH,2006,3,6,21,0,0,0,0,0,0,0,0,30
RAJASTHAN,JAIPUR SOUTH,2007,1,3,22,0,0,0,0,0,0,0,0,26
RAJASTHAN,JAIPUR SOUTH,2008,0,5,18,0,0,0,0,0,0,0,0,23
RAJASTHAN,JAIPUR SOUTH,2009,3,6,33,4,0,0,0,0,0,0,0,46
RAJASTHAN,JAIPUR SOUTH,2010,2,5,0,0,0,0,0,0,0,0,0,7
RAJASTHAN,JAIPUR SOUTH,2011,1,6,6,0,0,0,0,0,0,0,0,13
RAJASTHAN,JAIPUR SOUTH,2012,2,6,12,0,0,4,0,0,0,0,0,24
RAJASTHAN,JAIPUR WEST,2011,5,9,29,1,0,1,0,0,0,0,1,46
RAJASTHAN,JAIPUR WEST,2012,0,12,37,12,0,4,0,0,0,0,11,76
RAJASTHAN,JAISALMER,2001,2,0,0,0,0,0,0,0,0,0,0,2
RAJASTHAN,JAISALMER,2002,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JAISALMER,2003,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JAISALMER,2004,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,JAISALMER,2005,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JAISALMER,2006,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JAISALMER,2007,1,0,2,0,0,0,0,0,0,0,0,3
RAJASTHAN,JAISALMER,2008,0,0,2,0,0,0,0,0,0,0,0,2
RAJASTHAN,JAISALMER,2009,1,1,3,0,0,2,0,0,0,0,0,7
RAJASTHAN,JAISALMER,2010,0,1,3,0,0,0,0,0,0,0,0,4
RAJASTHAN,JAISALMER,2011,1,1,3,0,0,1,0,0,0,0,0,6
RAJASTHAN,JAISALMER,2012,1,1,0,1,0,0,0,0,0,0,1,4
RAJASTHAN,JALORE,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JALORE,2002,0,0,0,0,0,4,0,0,0,0,0,4
RAJASTHAN,JALORE,2003,0,0,0,0,0,8,0,0,0,0,0,8
RAJASTHAN,JALORE,2004,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,JALORE,2005,4,2,3,0,0,0,0,0,0,0,0,9
RAJASTHAN,JALORE,2006,2,0,4,0,0,3,0,0,0,0,0,9
RAJASTHAN,JALORE,2007,3,5,11,0,0,1,0,0,0,0,0,20
RAJASTHAN,JALORE,2008,0,5,9,0,0,9,0,0,0,0,0,23
RAJASTHAN,JALORE,2009,0,6,15,0,0,4,0,0,0,0,0,25
RAJASTHAN,JALORE,2010,0,7,15,0,0,6,0,0,0,0,0,28
RAJASTHAN,JALORE,2011,1,14,32,0,0,4,0,0,0,0,0,51
RAJASTHAN,JALORE,2012,0,8,20,0,0,5,0,0,0,1,0,34
RAJASTHAN,JHALAWAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,JHALAWAR,2002,0,0,1,0,0,2,1,0,0,0,0,4
RAJASTHAN,JHALAWAR,2003,0,0,1,0,0,6,0,0,0,0,0,7
RAJASTHAN,JHALAWAR,2004,0,0,0,0,0,3,0,0,0,0,0,3
RAJASTHAN,JHALAWAR,2005,5,13,5,0,0,4,0,0,0,0,0,27
RAJASTHAN,JHALAWAR,2006,0,15,13,1,0,4,0,0,0,0,0,33
RAJASTHAN,JHALAWAR,2007,0,12,18,0,0,0,0,0,0,0,0,30
RAJASTHAN,JHALAWAR,2008,5,11,25,0,0,8,0,0,0,0,0,49
RAJASTHAN,JHALAWAR,2009,3,22,30,0,0,2,0,0,0,0,2,59
RAJASTHAN,JHALAWAR,2010,3,12,24,1,0,1,0,0,0,0,0,41
RAJASTHAN,JHALAWAR,2011,7,21,24,1,0,1,0,0,0,0,1,55
RAJASTHAN,JHALAWAR,2012,0,34,53,0,0,2,0,0,0,0,0,89
RAJASTHAN,JHUNJHUNU,2001,1,0,0,2,0,2,0,0,0,0,0,5
RAJASTHAN,JHUNJHUNU,2002,0,0,0,2,0,3,0,0,0,0,0,5
RAJASTHAN,JHUNJHUNU,2003,0,0,0,0,0,6,0,0,0,0,0,6
RAJASTHAN,JHUNJHUNU,2004,2,14,0,1,0,3,0,0,0,0,0,20
RAJASTHAN,JHUNJHUNU,2005,0,15,0,0,0,6,0,0,0,0,0,21
RAJASTHAN,JHUNJHUNU,2006,0,14,10,0,0,5,0,0,0,0,0,29
RAJASTHAN,JHUNJHUNU,2007,3,22,17,0,0,6,0,0,0,0,0,48
RAJASTHAN,JHUNJHUNU,2008,1,14,3,0,0,13,0,0,0,0,0,31
RAJASTHAN,JHUNJHUNU,2009,1,15,11,0,0,6,0,0,0,0,0,33
RAJASTHAN,JHUNJHUNU,2010,4,18,5,0,0,10,0,0,0,0,0,37
RAJASTHAN,JHUNJHUNU,2011,2,27,21,0,0,7,0,0,0,0,0,57
RAJASTHAN,JHUNJHUNU,2012,0,21,20,2,0,6,0,0,0,0,0,49
RAJASTHAN,JODHPUR,2001,0,0,0,0,0,0,0,0,0,1,0,1
RAJASTHAN,JODHPUR,2002,1,0,0,0,0,8,0,0,0,0,0,9
RAJASTHAN,JODHPUR,2003,2,8,1,0,0,1,0,0,0,1,0,13
RAJASTHAN,JODHPUR,2004,0,0,20,0,0,0,0,0,0,1,0,21
RAJASTHAN,JODHPUR,2005,6,2,21,0,0,9,0,0,0,1,0,39
RAJASTHAN,JODHPUR CITY,2006,1,0,7,0,0,10,0,0,0,0,0,18
RAJASTHAN,JODHPUR CITY,2007,0,7,25,0,0,7,0,0,0,0,0,39
RAJASTHAN,JODHPUR CITY,2008,0,9,16,0,0,8,0,0,0,0,0,33
RAJASTHAN,JODHPUR CITY,2009,0,1,32,0,0,8,0,0,0,0,0,41
RAJASTHAN,JODHPUR CITY,2010,0,1,4,0,0,11,0,0,0,0,0,16
RAJASTHAN,JODHPUR CITY,2011,2,5,10,0,0,3,0,0,0,0,0,20
RAJASTHAN,JODHPUR EAST,2012,1,3,4,0,0,5,0,0,0,0,0,13
RAJASTHAN,JODHPUR RURAL,2006,1,9,10,0,0,2,0,0,0,0,0,22
RAJASTHAN,JODHPUR RURAL,2007,2,11,3,1,0,0,0,0,0,0,0,17
RAJASTHAN,JODHPUR RURAL,2008,0,12,9,0,0,2,0,0,0,0,0,23
RAJASTHAN,JODHPUR RURAL,2009,0,0,0,0,0,2,0,0,0,0,0,2
RAJASTHAN,JODHPUR RURAL,2010,2,9,19,0,0,0,0,0,0,0,0,30
RAJASTHAN,JODHPUR RURAL,2011,0,8,7,0,0,2,0,0,0,0,0,17
RAJASTHAN,JODHPUR RURAL,2012,1,10,0,0,0,1,12,0,0,0,0,24
RAJASTHAN,JODHPUR WEST,2012,0,5,4,0,0,1,0,0,0,0,0,10
RAJASTHAN,KARAULI,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,KARAULI,2002,0,0,0,1,0,0,0,0,0,0,0,1
RAJASTHAN,KARAULI,2003,0,0,1,0,0,0,0,0,0,0,0,1
RAJASTHAN,KARAULI,2004,0,9,0,0,0,0,0,0,0,0,0,9
RAJASTHAN,KARAULI,2005,0,3,0,0,0,0,0,0,0,0,0,3
RAJASTHAN,KARAULI,2006,2,5,12,0,0,0,0,0,0,0,0,19
RAJASTHAN,KARAULI,2007,5,3,7,0,0,0,0,0,0,0,0,15
RAJASTHAN,KARAULI,2008,4,7,9,0,0,0,0,0,0,0,0,20
RAJASTHAN,KARAULI,2009,3,11,21,0,0,0,0,0,0,0,0,35
RAJASTHAN,KARAULI,2010,5,10,23,0,0,0,0,0,0,0,0,38
RAJASTHAN,KARAULI,2011,0,10,23,0,0,0,0,0,0,0,0,33
RAJASTHAN,KARAULI,2012,0,16,23,0,0,0,0,0,0,0,0,39
RAJASTHAN,KOTA,2001,2,0,5,0,0,0,0,0,0,0,0,7
RAJASTHAN,KOTA,2002,2,1,10,0,0,8,0,0,0,0,0,21
RAJASTHAN,KOTA,2003,4,0,5,2,0,8,0,0,0,0,0,19
RAJASTHAN,KOTA,2004,0,2,3,1,0,7,0,0,0,0,0,13
RAJASTHAN,KOTA,2005,0,5,2,3,0,11,0,0,0,0,0,21
RAJASTHAN,KOTA CITY,2006,0,7,1,0,0,9,0,0,0,0,0,17
RAJASTHAN,KOTA CITY,2007,8,7,2,1,0,7,0,0,0,0,0,25
RAJASTHAN,KOTA CITY,2008,16,11,1,2,0,3,0,0,0,0,0,33
RAJASTHAN,KOTA CITY,2009,1,3,9,0,0,3,0,0,0,0,0,16
RAJASTHAN,KOTA CITY,2010,13,0,6,0,0,8,4,0,0,0,0,31
RAJASTHAN,KOTA CITY,2011,1,9,0,0,0,4,9,0,0,0,0,23
RAJASTHAN,KOTA CITY,2012,0,10,2,1,0,7,4,0,0,0,0,24
RAJASTHAN,KOTA RURAL,2006,0,10,0,0,0,1,0,0,0,0,0,11
RAJASTHAN,KOTA RURAL,2007,1,9,0,0,0,4,0,0,0,0,0,14
RAJASTHAN,KOTA RURAL,2008,4,15,0,0,0,0,0,0,0,0,0,19
RAJASTHAN,KOTA RURAL,2009,0,4,0,0,0,1,0,0,0,0,0,5
RAJASTHAN,KOTA RURAL,2010,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,KOTA RURAL,2011,0,0,13,0,0,0,0,0,0,0,0,13
RAJASTHAN,KOTA RURAL,2012,1,9,10,1,0,0,0,0,0,0,0,21
RAJASTHAN,NAGAUR,2001,0,0,0,1,0,0,0,0,0,0,0,1
RAJASTHAN,NAGAUR,2002,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,NAGAUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,NAGAUR,2004,0,8,0,0,0,0,0,0,0,0,0,8
RAJASTHAN,NAGAUR,2005,0,13,0,0,0,0,0,0,0,0,0,13
RAJASTHAN,NAGAUR,2006,7,13,21,0,0,1,0,0,0,0,0,42
RAJASTHAN,NAGAUR,2007,0,15,14,0,0,0,0,0,0,0,0,29
RAJASTHAN,NAGAUR,2008,1,9,17,0,0,0,0,0,0,0,0,27
RAJASTHAN,NAGAUR,2009,2,6,18,1,0,1,0,0,0,0,1,29
RAJASTHAN,NAGAUR,2010,3,13,20,0,0,4,0,0,0,0,0,40
RAJASTHAN,NAGAUR,2011,0,8,0,0,0,0,0,0,0,0,12,20
RAJASTHAN,NAGAUR,2012,1,18,46,0,0,2,0,0,0,1,6,74
RAJASTHAN,PALI,2001,1,0,0,0,0,0,0,0,0,2,21,24
RAJASTHAN,PALI,2002,0,0,0,0,0,3,0,0,0,0,0,3
RAJASTHAN,PALI,2003,0,0,0,0,0,2,0,0,0,0,0,2
RAJASTHAN,PALI,2004,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,PALI,2005,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,PALI,2006,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,PALI,2007,0,13,31,0,0,1,0,0,0,0,0,45
RAJASTHAN,PALI,2008,1,20,16,0,0,2,0,0,0,0,0,39
RAJASTHAN,PALI,2009,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,PALI,2010,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,PALI,2011,0,0,0,0,0,2,0,0,0,0,0,2
RAJASTHAN,PALI,2012,0,0,0,0,0,1,0,0,0,2,0,3
RAJASTHAN,PRATAPGARH,2008,0,0,0,0,0,1,0,0,0,0,0,1
RAJASTHAN,PRATAPGARH,2009,0,18,21,0,0,4,0,0,0,0,0,43
RAJASTHAN,PRATAPGARH,2010,1,15,20,1,0,4,0,0,0,0,0,41
RAJASTHAN,PRATAPGARH,2011,0,37,22,2,0,3,0,0,0,0,0,64
RAJASTHAN,PRATAPGARH,2012,0,54,37,0,0,9,0,0,0,1,0,101
RAJASTHAN,RAJSAMAND,2001,0,0,0,0,0,0,0,0,0,1,0,1
RAJASTHAN,RAJSAMAND,2002,0,0,0,0,0,0,0,0,0,1,0,1
